date,product_name,quantity,type_movement,reason,stock_level,partner,unit_price,total_value,week,month,quarter,is_weekend,cumulative_stock,days_in_stock
2023-08-07,Tomate,-131,adjustment,perishable_loss,100,Internal,0.0,0.0,32,8,3,False,0,2
2023-08-07,Tomate,-10,export,normal_sale,100,Client_4,2.67,26.7,32,8,3,False,0,2
2023-08-08,Banane,-16,export,normal_sale,241,Client_8,2.22,35.52,32,8,3,False,225,1
2023-08-08,Lait,-23,adjustment,perishable_loss,301,Internal,0.0,0.0,32,8,3,False,301,2
2023-08-08,Lait,50,import,preventive,301,Fournisseur_4,1.19,59.5,32,8,3,False,351,0
2023-08-08,Lait,-17,export,normal_sale,351,Client_9,1.39,23.63,32,8,3,False,334,1
2023-08-08,Tomate,-12,export,normal_sale,90,Client_7,2.72,32.64,32,8,3,False,0,2
2023-08-09,Banane,-13,export,normal_sale,225,Client_11,2.11,27.43,32,8,3,False,212,0
2023-08-09,Lait,50,import,preventive,334,Fournisseur_1,1.01,50.5,32,8,3,False,384,2
2023-08-09,Lait,-27,export,normal_sale,384,Client_12,1.41,38.07,32,8,3,False,357,2
2023-08-09,Letchi,-50,adjustment,perishable_loss,100,Internal,0.0,0.0,32,8,3,False,100,5
2023-08-09,Tomate,50,import,preventive,78,Fournisseur_5,2.4,120.0,32,8,3,False,50,0
2023-08-09,Tomate,-7,export,normal_sale,128,Client_10,2.76,19.32,32,8,3,False,43,2
2023-08-10,Banane,-23,export,normal_sale,212,Client_14,2.14,49.22,32,8,3,False,189,2
2023-08-10,Lait,-24,export,normal_sale,357,Client_15,1.31,31.44,32,8,3,False,333,0
2023-08-10,Tomate,-13,export,normal_sale,121,Client_13,3.18,41.34,32,8,3,False,30,7
2023-08-11,Banane,50,import,preventive,189,Fournisseur_2,1.52,76.0,32,8,3,False,239,0
2023-08-11,Banane,-17,export,normal_sale,239,Client_2,2.0,34.0,32,8,3,False,222,2
2023-08-11,Lait,-24,export,normal_sale,333,Client_3,1.23,29.52,32,8,3,False,309,2
2023-08-11,Tomate,-14,export,normal_sale,108,Client_1,2.85,39.9,32,8,3,False,16,7
2023-08-12,Banane,-20,export,normal_sale,222,Client_5,2.07,41.4,32,8,3,True,202,3
2023-08-12,Lait,-209,adjustment,perishable_loss,100,Internal,0.0,0.0,32,8,3,True,100,2
2023-08-12,Lait,188,import,restock,100,Fournisseur_4,0.98,184.24,32,8,3,True,288,1
2023-08-12,Lait,-22,export,normal_sale,288,Client_6,1.25,27.5,32,8,3,True,266,0
2023-08-12,Tomate,50,import,preventive,94,Fournisseur_3,2.33,116.5,32,8,3,True,66,7
2023-08-12,Tomate,-4,export,normal_sale,144,Client_4,2.55,10.2,32,8,3,True,62,7
2023-08-13,Banane,-14,export,normal_sale,202,Client_8,2.0,28.0,32,8,3,True,188,0
2023-08-13,Lait,-28,adjustment,perishable_loss,238,Internal,0.0,0.0,32,8,3,True,238,0
2023-08-13,Lait,-26,export,normal_sale,238,Client_9,1.44,37.44,32,8,3,True,212,1
2023-08-13,Tomate,-12,export,normal_sale,140,Client_7,3.08,36.96,32,8,3,True,50,6
2023-08-14,Banane,-138,adjustment,perishable_loss,50,Internal,0.0,0.0,33,8,3,False,50,2
2023-08-14,Banane,120,import,restock,50,Fournisseur_5,1.51,181.2,33,8,3,False,170,1
2023-08-14,Banane,-16,export,normal_sale,170,Client_11,1.85,29.6,33,8,3,False,154,0
2023-08-14,Lait,-24,adjustment,perishable_loss,188,Internal,0.0,0.0,33,8,3,False,188,2
2023-08-14,Lait,-24,export,normal_sale,188,Client_12,1.54,36.96,33,8,3,False,164,1
2023-08-14,Letchi,50,import,preventive,100,Fournisseur_1,7.49,374.5,33,8,3,False,150,2
2023-08-14,Tomate,-18,export,normal_sale,128,Client_10,3.04,54.72,33,8,3,False,32,5
2023-08-15,Banane,-23,export,normal_sale,154,Client_14,2.24,51.52,33,8,3,False,131,3
2023-08-15,Lait,-21,export,normal_sale,164,Client_15,1.37,28.77,33,8,3,False,143,0
2023-08-15,Letchi,-50,adjustment,perishable_loss,100,Internal,0.0,0.0,33,8,3,False,100,3
2023-08-15,Tomate,50,import,preventive,110,Fournisseur_2,2.32,116.0,33,8,3,False,82,5
2023-08-15,Tomate,-17,export,normal_sale,160,Client_13,3.16,53.72,33,8,3,False,65,4
2023-08-16,Banane,-17,export,normal_sale,131,Client_2,2.07,35.19,33,8,3,False,114,1
2023-08-16,Lait,185,import,restock,143,Fournisseur_3,1.1,203.5,33,8,3,False,328,0
2023-08-16,Lait,-19,export,normal_sale,328,Client_3,1.35,25.65,33,8,3,False,309,0
2023-08-16,Letchi,-50,adjustment,perishable_loss,50,Internal,0.0,0.0,33,8,3,False,50,2
2023-08-16,Tomate,-10,export,normal_sale,143,Client_1,2.57,25.7,33,8,3,False,55,5
2023-08-17,Banane,-18,export,normal_sale,114,Client_5,2.08,37.44,33,8,3,False,96,2
2023-08-17,Lait,-124,adjustment,perishable_loss,185,Internal,0.0,0.0,33,8,3,False,185,1
2023-08-17,Lait,153,import,preventive,185,Fournisseur_4,1.03,157.59,33,8,3,False,338,1
2023-08-17,Lait,-22,export,normal_sale,338,Client_6,1.51,33.22,33,8,3,False,316,0
2023-08-17,Tomate,-13,export,normal_sale,133,Client_4,3.02,39.26,33,8,3,False,42,0
2023-08-18,Banane,93,import,restock,96,Fournisseur_1,1.79,166.47,33,8,3,False,189,0
2023-08-18,Banane,-15,export,normal_sale,189,Client_8,2.16,32.4,33,8,3,False,174,1
2023-08-18,Lait,-19,export,normal_sale,316,Client_9,1.34,25.46,33,8,3,False,297,2
2023-08-18,Letchi,50,import,preventive,50,Fournisseur_2,7.38,369.0,33,8,3,False,100,5
2023-08-18,Tomate,50,import,preventive,120,Fournisseur_5,2.49,124.5,33,8,3,False,92,5
2023-08-18,Tomate,-14,export,normal_sale,170,Client_7,3.13,43.82,33,8,3,False,78,5
2023-08-19,Banane,50,import,preventive,174,Fournisseur_3,1.68,84.0,33,8,3,True,224,0
2023-08-19,Banane,-20,export,normal_sale,224,Client_11,2.28,45.6,33,8,3,True,204,3
2023-08-19,Lait,-23,export,normal_sale,297,Client_12,1.26,28.98,33,8,3,True,274,1
2023-08-19,Letchi,50,import,preventive,100,Fournisseur_4,7.11,355.5,33,8,3,True,150,2
2023-08-19,Tomate,-19,export,normal_sale,156,Client_10,2.97,56.43,33,8,3,True,59,7
2023-08-20,Banane,-15,export,normal_sale,204,Client_14,1.99,29.85,33,8,3,True,189,3
2023-08-20,Lait,-18,export,normal_sale,274,Client_15,1.29,23.22,33,8,3,True,256,1
2023-08-20,Tomate,-8,export,normal_sale,137,Client_13,2.69,21.52,33,8,3,True,51,5
2023-08-21,Banane,-46,adjustment,perishable_loss,143,Internal,0.0,0.0,34,8,3,False,143,3
2023-08-21,Banane,-18,export,normal_sale,143,Client_2,2.04,36.72,34,8,3,False,125,2
2023-08-21,Lait,-103,adjustment,perishable_loss,153,Internal,0.0,0.0,34,8,3,False,153,1
2023-08-21,Lait,-22,export,normal_sale,153,Client_3,1.37,30.14,34,8,3,False,131,0
2023-08-21,Tomate,50,import,preventive,129,Fournisseur_5,2.39,119.5,34,8,3,False,101,2
2023-08-21,Tomate,-9,export,normal_sale,179,Client_1,2.68,24.12,34,8,3,False,92,5
2023-08-22,Banane,63,import,preventive,125,Fournisseur_1,1.63,102.69,34,8,3,False,188,2
2023-08-22,Banane,-16,export,normal_sale,188,Client_5,2.33,37.28,34,8,3,False,172,2
2023-08-22,Lait,-131,adjustment,perishable_loss,0,Internal,0.0,0.0,34,8,3,False,0,2
2023-08-22,Lait,298,import,restock,0,Fournisseur_2,1.08,321.84,34,8,3,False,298,0
2023-08-22,Lait,-24,export,normal_sale,298,Client_6,1.25,30.0,34,8,3,False,274,0
2023-08-22,Tomate,-9,export,normal_sale,170,Client_4,2.91,26.19,34,8,3,False,83,5
2023-08-23,Banane,50,import,preventive,172,Fournisseur_4,1.48,74.0,34,8,3,False,222,1
2023-08-23,Banane,-11,export,normal_sale,222,Client_8,1.87,20.57,34,8,3,False,211,3
2023-08-23,Lait,-20,export,normal_sale,274,Client_9,1.31,26.2,34,8,3,False,254,0
2023-08-23,Tomate,50,import,preventive,161,Fournisseur_3,2.49,124.5,34,8,3,False,133,6
2023-08-23,Tomate,-11,export,normal_sale,211,Client_7,2.76,30.36,34,8,3,False,122,2
2023-08-24,Banane,-14,export,normal_sale,211,Client_11,2.19,30.66,34,8,3,False,197,2
2023-08-24,Lait,-18,export,normal_sale,254,Client_12,1.21,21.78,34,8,3,False,236,1
2023-08-24,Letchi,-50,adjustment,perishable_loss,100,Internal,0.0,0.0,34,8,3,False,100,2
2023-08-24,Tomate,-11,export,normal_sale,200,Client_10,2.73,30.03,34,8,3,False,111,2
2023-08-25,Banane,-34,adjustment,perishable_loss,163,Internal,0.0,0.0,34,8,3,False,163,0
2023-08-25,Banane,-17,export,normal_sale,163,Client_14,1.86,31.62,34,8,3,False,146,1
2023-08-25,Lait,-23,export,normal_sale,236,Client_15,1.44,33.12,34,8,3,False,213,1
2023-08-25,Tomate,-8,export,normal_sale,189,Client_13,2.81,22.48,34,8,3,False,103,0
2023-08-26,Banane,-33,adjustment,perishable_loss,113,Internal,0.0,0.0,34,8,3,True,113,2
2023-08-26,Banane,-13,export,normal_sale,113,Client_2,2.2,28.6,34,8,3,True,100,2
2023-08-26,Lait,-27,export,normal_sale,213,Client_3,1.23,33.21,34,8,3,True,186,0
2023-08-26,Tomate,-12,export,normal_sale,181,Client_1,3.02,36.24,34,8,3,True,91,5
2023-08-27,Banane,-10,export,normal_sale,100,Client_5,1.82,18.2,34,8,3,True,90,1
2023-08-27,Lait,-186,adjustment,perishable_loss,0,Internal,0.0,0.0,34,8,3,True,0,2
2023-08-27,Lait,311,import,restock,0,Fournisseur_5,1.11,345.21,34,8,3,True,311,1
2023-08-27,Lait,-21,export,normal_sale,311,Client_6,1.32,27.72,34,8,3,True,290,2
2023-08-27,Tomate,-14,export,normal_sale,169,Client_4,3.03,42.42,34,8,3,True,77,5
2023-08-28,Banane,122,import,restock,90,Fournisseur_2,1.63,198.86,35,8,3,False,212,0
2023-08-28,Banane,-12,export,normal_sale,212,Client_8,1.98,23.76,35,8,3,False,200,2
2023-08-28,Lait,50,import,preventive,290,Fournisseur_3,1.08,54.0,35,8,3,False,340,2
2023-08-28,Lait,-14,export,normal_sale,340,Client_9,1.48,20.72,35,8,3,False,326,2
2023-08-28,Letchi,-50,adjustment,perishable_loss,50,Internal,0.0,0.0,35,8,3,False,50,1
2023-08-28,Tomate,50,import,preventive,155,Fournisseur_1,2.49,124.5,35,8,3,False,127,0
2023-08-28,Tomate,-8,export,normal_sale,205,Client_7,2.61,20.88,35,8,3,False,119,0
2023-08-29,Banane,-28,adjustment,perishable_loss,172,Internal,0.0,0.0,35,8,3,False,172,3
2023-08-29,Banane,-18,export,normal_sale,172,Client_11,1.81,32.58,35,8,3,False,154,3
2023-08-29,Lait,-24,export,normal_sale,326,Client_12,1.36,32.64,35,8,3,False,302,0
2023-08-29,Letchi,-50,adjustment,perishable_loss,0,Internal,0.0,0.0,35,8,3,False,0,0
2023-08-29,Letchi,50,import,preventive,0,Fournisseur_4,7.38,369.0,35,8,3,False,50,4
2023-08-29,Tomate,-8,export,normal_sale,197,Client_10,2.74,21.92,35,8,3,False,111,6
2023-08-30,Banane,-32,adjustment,perishable_loss,122,Internal,0.0,0.0,35,8,3,False,122,0
2023-08-30,Banane,-17,export,normal_sale,122,Client_14,2.19,37.23,35,8,3,False,105,1
2023-08-30,Lait,50,import,preventive,302,Fournisseur_5,1.01,50.5,35,8,3,False,352,0
2023-08-30,Lait,-16,export,normal_sale,352,Client_15,1.28,20.48,35,8,3,False,336,0
2023-08-30,Letchi,50,import,preventive,50,Fournisseur_1,7.45,372.5,35,8,3,False,100,5
2023-08-30,Tomate,-15,export,normal_sale,189,Client_13,2.6,39.0,35,8,3,False,96,5
2023-08-31,Banane,109,import,preventive,105,Fournisseur_2,1.58,172.22,35,8,3,False,214,3
2023-08-31,Banane,-13,export,normal_sale,214,Client_2,1.86,24.18,35,8,3,False,201,2
2023-08-31,Lait,-17,export,normal_sale,336,Client_3,1.35,22.95,35,8,3,False,319,0
2023-08-31,Letchi,50,import,preventive,100,Fournisseur_3,7.03,351.5,35,8,3,False,150,0
2023-08-31,Tomate,-10,export,normal_sale,174,Client_1,3.18,31.8,35,8,3,False,86,3
2023-09-01,Banane,-33,export,normal_sale,201,Client_5,1.89,62.37,35,9,3,False,168,0
2023-09-01,Lait,-219,adjustment,perishable_loss,100,Internal,0.0,0.0,35,9,3,False,100,1
2023-09-01,Lait,237,import,restock,100,Fournisseur_4,1.12,265.44,35,9,3,False,337,0
2023-09-01,Lait,-21,export,normal_sale,337,Client_6,1.31,27.51,35,9,3,False,316,2
2023-09-01,Tomate,-14,adjustment,perishable_loss,150,Internal,0.0,0.0,35,9,3,False,72,3
2023-09-01,Tomate,-12,export,normal_sale,150,Client_4,3.17,38.04,35,9,3,False,60,2
2023-09-02,Banane,50,import,preventive,168,Fournisseur_1,1.77,88.5,35,9,3,True,218,1
2023-09-02,Banane,-21,export,normal_sale,218,Client_8,2.11,44.31,35,9,3,True,197,2
2023-09-02,Lait,-29,adjustment,perishable_loss,287,Internal,0.0,0.0,35,9,3,True,287,2
2023-09-02,Lait,-26,export,normal_sale,287,Client_9,1.3,33.8,35,9,3,True,261,1
2023-09-02,Tomate,50,import,preventive,138,Fournisseur_5,2.22,111.0,35,9,3,True,110,4
2023-09-02,Tomate,-13,export,normal_sale,188,Client_7,2.98,38.74,35,9,3,True,97,4
2023-09-03,Banane,-29,export,normal_sale,197,Client_11,2.24,64.96,35,9,3,True,168,2
2023-09-03,Lait,-23,export,normal_sale,261,Client_12,1.33,30.59,35,9,3,True,238,2
2023-09-03,Tomate,-17,export,normal_sale,175,Client_10,2.88,48.96,35,9,3,True,80,4
2023-09-04,Banane,-9,adjustment,perishable_loss,159,Internal,0.0,0.0,36,9,3,False,159,1
2023-09-04,Banane,88,import,preventive,159,Fournisseur_3,1.66,146.08,36,9,3,False,247,0
2023-09-04,Banane,-25,export,normal_sale,247,Client_14,2.33,58.25,36,9,3,False,222,1
2023-09-04,Lait,-1,adjustment,perishable_loss,237,Internal,0.0,0.0,36,9,3,False,237,2
2023-09-04,Lait,73,import,preventive,237,Fournisseur_4,1.17,85.41,36,9,3,False,310,0
2023-09-04,Lait,-29,export,normal_sale,310,Client_15,1.55,44.95,36,9,3,False,281,0
2023-09-04,Tomate,-8,adjustment,perishable_loss,150,Internal,0.0,0.0,36,9,3,False,72,2
2023-09-04,Tomate,50,import,preventive,150,Fournisseur_2,2.37,118.5,36,9,3,False,122,4
2023-09-04,Tomate,-10,export,normal_sale,200,Client_13,2.98,29.8,36,9,3,False,112,6
2023-09-05,Banane,50,import,preventive,222,Fournisseur_1,1.75,87.5,36,9,3,False,272,2
2023-09-05,Banane,-20,export,normal_sale,272,Client_2,2.24,44.8,36,9,3,False,252,0
2023-09-05,Lait,50,import,preventive,281,Fournisseur_2,1.04,52.0,36,9,3,False,331,0
2023-09-05,Lait,-22,export,normal_sale,331,Client_3,1.44,31.68,36,9,3,False,309,1
2023-09-05,Tomate,50,import,preventive,190,Fournisseur_5,2.16,108.0,36,9,3,False,162,5
2023-09-05,Tomate,-12,export,normal_sale,240,Client_1,3.06,36.72,36,9,3,False,150,2
2023-09-06,Banane,-10,export,normal_sale,252,Client_5,2.28,22.8,36,9,3,False,242,3
2023-09-06,Lait,-186,adjustment,perishable_loss,123,Internal,0.0,0.0,36,9,3,False,123,0
2023-09-06,Lait,247,import,restock,123,Fournisseur_3,0.98,242.06,36,9,3,False,370,1
2023-09-06,Lait,-27,export,normal_sale,370,Client_6,1.3,35.1,36,9,3,False,343,0
2023-09-06,Tomate,-28,adjustment,perishable_loss,200,Internal,0.0,0.0,36,9,3,False,122,2
2023-09-06,Tomate,-6,export,normal_sale,200,Client_4,2.77,16.62,36,9,3,False,116,2
2023-09-07,Banane,-54,adjustment,perishable_loss,188,Internal,0.0,0.0,36,9,3,False,188,2
2023-09-07,Banane,50,import,preventive,188,Fournisseur_4,1.49,74.5,36,9,3,False,238,3
2023-09-07,Banane,-30,export,normal_sale,238,Client_8,2.04,61.2,36,9,3,False,208,3
2023-09-07,Lait,-20,export,normal_sale,343,Client_9,1.31,26.2,36,9,3,False,323,2
2023-09-07,Tomate,-13,export,normal_sale,194,Client_7,2.95,38.35,36,9,3,False,103,4
2023-09-08,Banane,50,import,preventive,208,Fournisseur_1,1.6,80.0,36,9,3,False,258,2
2023-09-08,Banane,-18,export,normal_sale,258,Client_11,1.89,34.02,36,9,3,False,240,0
2023-09-08,Lait,-26,export,normal_sale,323,Client_12,1.34,34.84,36,9,3,False,297,0
2023-09-08,Letchi,-50,adjustment,perishable_loss,100,Internal,0.0,0.0,36,9,3,False,100,4
2023-09-08,Tomate,50,import,preventive,181,Fournisseur_5,2.33,116.5,36,9,3,False,153,7
2023-09-08,Tomate,-9,export,normal_sale,231,Client_10,3.01,27.09,36,9,3,False,144,6
2023-09-09,Banane,-2,adjustment,perishable_loss,238,Internal,0.0,0.0,36,9,3,True,238,2
2023-09-09,Banane,50,import,preventive,238,Fournisseur_2,1.48,74.0,36,9,3,True,288,3
2023-09-09,Banane,-23,export,normal_sale,288,Client_14,2.15,49.45,36,9,3,True,265,2
2023-09-09,Lait,-24,export,normal_sale,297,Client_15,1.39,33.36,36,9,3,True,273,1
2023-09-09,Letchi,-50,adjustment,perishable_loss,50,Internal,0.0,0.0,36,9,3,True,50,4
2023-09-09,Tomate,-10,export,normal_sale,222,Client_13,2.6,26.0,36,9,3,True,134,4
2023-09-10,Banane,-14,export,normal_sale,265,Client_2,1.96,27.44,36,9,3,True,251,1
2023-09-10,Lait,-26,adjustment,perishable_loss,247,Internal,0.0,0.0,36,9,3,True,247,0
2023-09-10,Lait,-39,export,normal_sale,247,Client_3,1.49,58.11,36,9,3,True,208,2
2023-09-10,Letchi,-50,adjustment,perishable_loss,0,Internal,0.0,0.0,36,9,3,True,0,4
2023-09-10,Tomate,50,import,preventive,212,Fournisseur_3,2.13,106.5,36,9,3,True,184,7
2023-09-10,Tomate,-11,export,normal_sale,262,Client_1,3.17,34.87,36,9,3,True,173,6
2023-09-11,Banane,-51,adjustment,perishable_loss,200,Internal,0.0,0.0,37,9,3,False,200,1
2023-09-11,Banane,50,import,preventive,200,Fournisseur_4,1.51,75.5,37,9,3,False,250,2
2023-09-11,Banane,-26,export,normal_sale,250,Client_5,1.92,49.92,37,9,3,False,224,2
2023-09-11,Lait,-208,adjustment,perishable_loss,0,Internal,0.0,0.0,37,9,3,False,0,0
2023-09-11,Lait,297,import,restock,0,Fournisseur_5,0.98,291.06,37,9,3,False,297,2
2023-09-11,Lait,-29,export,normal_sale,297,Client_6,1.26,36.54,37,9,3,False,268,1
2023-09-11,Letchi,50,import,preventive,0,Fournisseur_1,6.9,345.0,37,9,3,False,50,2
2023-09-11,Tomate,-1,adjustment,perishable_loss,250,Internal,0.0,0.0,37,9,3,False,172,5
2023-09-11,Tomate,-9,export,normal_sale,250,Client_4,2.6,23.4,37,9,3,False,163,2
2023-09-12,Banane,-24,adjustment,perishable_loss,200,Internal,0.0,0.0,37,9,3,False,200,1
2023-09-12,Banane,-17,export,normal_sale,200,Client_8,1.91,32.47,37,9,3,False,183,3
2023-09-12,Lait,50,import,preventive,268,Fournisseur_2,1.14,57.0,37,9,3,False,318,2
2023-09-12,Lait,-27,export,normal_sale,318,Client_9,1.23,33.21,37,9,3,False,291,1
2023-09-12,Tomate,-9,export,normal_sale,241,Client_7,2.94,26.46,37,9,3,False,154,4
2023-09-13,Banane,50,import,preventive,183,Fournisseur_3,1.61,80.5,37,9,3,False,233,2
2023-09-13,Banane,-26,export,normal_sale,233,Client_11,2.32,60.32,37,9,3,False,207,0
2023-09-13,Lait,-29,export,normal_sale,291,Client_12,1.37,39.73,37,9,3,False,262,0
2023-09-13,Letchi,50,import,preventive,50,Fournisseur_4,6.44,322.0,37,9,3,False,100,4
2023-09-13,Tomate,-17,export,normal_sale,232,Client_10,3.14,53.38,37,9,3,False,137,0
2023-09-14,Banane,-7,adjustment,perishable_loss,200,Internal,0.0,0.0,37,9,3,False,200,2
2023-09-14,Banane,50,import,preventive,200,Fournisseur_5,1.65,82.5,37,9,3,False,250,3
2023-09-14,Banane,-14,export,normal_sale,250,Client_14,1.88,26.32,37,9,3,False,236,2
2023-09-14,Lait,50,import,preventive,262,Fournisseur_1,1.09,54.5,37,9,3,False,312,1
2023-09-14,Lait,-21,export,normal_sale,312,Client_15,1.43,30.03,37,9,3,False,291,0
2023-09-14,Tomate,-26,export,normal_sale,215,Client_13,2.74,71.24,37,9,3,False,111,5
2023-09-15,Banane,-36,adjustment,perishable_loss,200,Internal,0.0,0.0,37,9,3,False,200,0
2023-09-15,Banane,-18,export,normal_sale,200,Client_2,2.33,41.94,37,9,3,False,182,0
2023-09-15,Lait,-28,export,normal_sale,291,Client_3,1.46,40.88,37,9,3,False,263,0
2023-09-15,Tomate,-10,export,normal_sale,189,Client_1,2.97,29.7,37,9,3,False,101,1
2023-09-16,Banane,-32,adjustment,perishable_loss,150,Internal,0.0,0.0,37,9,3,True,150,2
2023-09-16,Banane,-8,export,normal_sale,150,Client_5,2.06,16.48,37,9,3,True,142,0
2023-09-16,Lait,-163,adjustment,perishable_loss,100,Internal,0.0,0.0,37,9,3,True,100,0
2023-09-16,Lait,174,import,restock,100,Fournisseur_2,1.0,174.0,37,9,3,True,274,2
2023-09-16,Lait,-34,export,normal_sale,274,Client_6,1.21,41.14,37,9,3,True,240,1
2023-09-16,Tomate,-17,export,normal_sale,179,Client_4,2.91,49.47,37,9,3,True,84,3
2023-09-17,Banane,86,import,preventive,142,Fournisseur_4,1.51,129.86,37,9,3,True,228,3
2023-09-17,Banane,-26,export,normal_sale,228,Client_8,2.23,57.98,37,9,3,True,202,1
2023-09-17,Lait,-16,adjustment,perishable_loss,224,Internal,0.0,0.0,37,9,3,True,224,2
2023-09-17,Lait,-26,export,normal_sale,224,Client_9,1.22,31.72,37,9,3,True,198,0
