date,Ananas,Banane,Carotte,Courgette,Lait,Letchi,Poivron,Pomme,Tomate
2015-11-09,0.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0
2015-11-10,0.0,478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-11,0.0,0.0,0.0,0.0,0.0,0.0,292.0,0.0,0.0
2015-11-12,0.0,0.0,0.0,0.0,293.0,0.0,0.0,0.0,647.0
2015-11-14,0.0,0.0,0.0,0.0,0.0,0.0,-30.0,0.0,0.0
2015-11-16,0.0,0.0,0.0,0.0,0.0,1269.0,0.0,0.0,0.0
2015-11-18,0.0,0.0,0.0,0.0,-651.0,0.0,0.0,0.0,-1158.0
2015-11-19,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-21,0.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0
2015-11-22,0.0,0.0,0.0,0.0,0.0,0.0,-365.0,0.0,0.0
2015-11-23,0.0,0.0,0.0,0.0,0.0,0.0,569.0,0.0,0.0
2015-11-24,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0
2015-11-25,0.0,0.0,0.0,0.0,361.0,0.0,0.0,0.0,0.0
2015-11-27,0.0,0.0,0.0,0.0,0.0,0.0,-637.0,0.0,-6.0
2015-11-30,0.0,0.0,0.0,0.0,0.0,-514.0,-481.0,0.0,0.0
2015-12-01,0.0,530.0,0.0,0.0,0.0,-432.0,0.0,0.0,530.0
2015-12-02,-645.0,378.0,0.0,0.0,0.0,0.0,-641.0,0.0,49.0
2015-12-03,-223.0,0.0,0.0,0.0,475.0,0.0,0.0,0.0,0.0
2015-12-05,0.0,0.0,0.0,0.0,-306.0,-271.0,0.0,0.0,0.0
2015-12-06,0.0,0.0,0.0,0.0,0.0,437.0,0.0,0.0,0.0
2015-12-07,298.0,0.0,0.0,0.0,0.0,0.0,895.0,0.0,-362.0
2015-12-08,0.0,-564.0,0.0,0.0,0.0,0.0,343.0,0.0,0.0
2015-12-09,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.0
2015-12-10,677.0,561.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0
2015-12-11,0.0,0.0,0.0,0.0,319.0,200.0,229.0,0.0,-272.0
2015-12-13,0.0,457.0,0.0,0.0,0.0,-59.0,0.0,0.0,0.0
2015-12-16,0.0,0.0,0.0,0.0,399.0,0.0,0.0,0.0,499.0
2015-12-17,589.0,628.0,0.0,0.0,0.0,932.0,0.0,0.0,0.0
2015-12-18,700.0,0.0,0.0,0.0,0.0,-344.0,0.0,0.0,538.0
2015-12-20,0.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0
2015-12-22,556.0,0.0,0.0,0.0,572.0,0.0,0.0,0.0,295.0
2015-12-23,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-24,0.0,0.0,0.0,0.0,-622.0,0.0,-19.0,0.0,0.0
2015-12-25,0.0,-672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-26,0.0,-555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-27,-22.0,0.0,0.0,0.0,985.0,1101.0,-454.0,0.0,0.0
2015-12-28,0.0,0.0,0.0,0.0,0.0,-297.0,0.0,0.0,0.0
2015-12-29,0.0,0.0,0.0,0.0,-681.0,0.0,-470.0,0.0,0.0
2015-12-30,0.0,0.0,0.0,0.0,0.0,507.0,0.0,0.0,0.0
2015-12-31,-628.0,-691.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0
2016-01-01,-406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0
2016-01-02,-414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-04,-449.0,0.0,0.0,0.0,656.0,0.0,0.0,0.0,-325.0
2016-01-05,0.0,0.0,0.0,0.0,0.0,0.0,-318.0,0.0,0.0
2016-01-07,405.0,0.0,0.0,0.0,-556.0,0.0,0.0,0.0,0.0
2016-01-09,438.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0
2016-01-10,563.0,0.0,0.0,0.0,643.0,0.0,557.0,0.0,0.0
2016-01-11,0.0,0.0,0.0,0.0,0.0,0.0,-396.0,0.0,0.0
2016-01-12,686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
2016-01-14,0.0,-558.0,0.0,0.0,0.0,0.0,0.0,0.0,1201.0
2016-01-15,0.0,0.0,0.0,0.0,0.0,0.0,-309.0,0.0,-500.0
2016-01-17,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,365.0
2016-01-19,-623.0,0.0,0.0,0.0,0.0,0.0,349.0,0.0,0.0
2016-01-20,0.0,0.0,0.0,0.0,594.0,0.0,0.0,0.0,629.0
2016-01-21,0.0,0.0,0.0,0.0,0.0,0.0,535.0,0.0,0.0
2016-01-22,0.0,-291.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0
2016-01-23,0.0,0.0,0.0,0.0,631.0,0.0,0.0,0.0,0.0
2016-01-24,0.0,0.0,0.0,0.0,0.0,0.0,-477.0,0.0,0.0
2016-01-25,0.0,-436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-26,627.0,863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
2016-01-28,1629.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0
2016-01-29,0.0,0.0,0.0,0.0,-695.0,0.0,0.0,0.0,0.0
2016-01-30,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,-255.0
2016-02-01,0.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0
2016-02-02,0.0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,0.0
2016-02-03,-394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-04,0.0,0.0,0.0,0.0,-448.0,0.0,0.0,0.0,0.0
2016-02-06,0.0,0.0,0.0,384.0,0.0,0.0,625.0,0.0,0.0
2016-02-07,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-08,0.0,250.0,0.0,0.0,463.0,0.0,0.0,0.0,0.0
2016-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.0
2016-02-10,0.0,28.0,0.0,0.0,0.0,0.0,311.0,0.0,0.0
2016-02-11,0.0,0.0,0.0,0.0,0.0,0.0,-259.0,0.0,204.0
2016-02-12,0.0,-629.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0
2016-02-13,0.0,0.0,0.0,-675.0,0.0,0.0,0.0,0.0,497.0
2016-02-17,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-20,0.0,0.0,0.0,-577.0,0.0,0.0,636.0,0.0,0.0
2016-02-21,0.0,593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-22,0.0,0.0,0.0,0.0,332.0,0.0,-312.0,0.0,0.0
2016-02-23,0.0,-658.0,0.0,0.0,-17.0,0.0,-500.0,0.0,0.0
2016-02-24,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-25,0.0,0.0,0.0,-284.0,0.0,0.0,0.0,0.0,0.0
2016-02-26,0.0,-462.0,0.0,521.0,0.0,0.0,0.0,0.0,0.0
2016-02-27,0.0,-1.0,0.0,0.0,0.0,0.0,-528.0,0.0,0.0
2016-02-28,0.0,0.0,0.0,0.0,-17.0,0.0,0.0,0.0,531.0
2016-02-29,0.0,0.0,0.0,-381.0,379.0,0.0,651.0,0.0,-904.0
2016-03-01,0.0,207.0,0.0,0.0,-232.0,0.0,0.0,0.0,0.0
2016-03-02,0.0,0.0,0.0,-134.0,544.0,0.0,0.0,-550.0,0.0
2016-03-03,0.0,-294.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0
2016-03-04,0.0,0.0,0.0,270.0,212.0,0.0,0.0,0.0,0.0
2016-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0
2016-03-06,0.0,0.0,0.0,639.0,0.0,0.0,0.0,0.0,0.0
2016-03-10,0.0,0.0,0.0,0.0,41.0,0.0,0.0,560.0,0.0
2016-03-11,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-12,0.0,0.0,0.0,-434.0,0.0,0.0,0.0,0.0,0.0
2016-03-14,0.0,0.0,0.0,0.0,596.0,0.0,0.0,0.0,0.0
2016-03-17,0.0,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-19,0.0,0.0,0.0,637.0,0.0,0.0,0.0,0.0,0.0
2016-03-21,0.0,-607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-22,0.0,617.0,0.0,343.0,-436.0,0.0,0.0,0.0,0.0
2016-03-23,0.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-24,0.0,1050.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0
2016-03-25,0.0,0.0,0.0,356.0,0.0,0.0,0.0,0.0,0.0
2016-03-26,0.0,-432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-27,0.0,464.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0
2016-03-28,0.0,1230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-30,0.0,0.0,0.0,0.0,569.0,0.0,0.0,0.0,0.0
2016-04-01,0.0,0.0,0.0,-192.0,660.0,0.0,0.0,0.0,0.0
2016-04-04,0.0,0.0,0.0,669.0,0.0,0.0,0.0,0.0,0.0
2016-04-05,0.0,0.0,0.0,426.0,0.0,0.0,0.0,0.0,0.0
2016-04-07,0.0,0.0,0.0,588.0,0.0,0.0,0.0,0.0,0.0
2016-04-08,0.0,0.0,0.0,-674.0,0.0,0.0,0.0,0.0,0.0
2016-04-09,0.0,0.0,0.0,0.0,-434.0,0.0,0.0,0.0,0.0
2016-04-10,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
2016-04-11,0.0,544.0,0.0,609.0,0.0,0.0,0.0,306.0,0.0
2016-04-14,0.0,-647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0
2016-04-16,0.0,0.0,0.0,432.0,672.0,0.0,0.0,0.0,0.0
2016-04-17,0.0,-623.0,0.0,516.0,674.0,0.0,0.0,0.0,0.0
2016-04-19,0.0,0.0,0.0,0.0,494.0,0.0,0.0,0.0,0.0
2016-04-20,0.0,0.0,0.0,0.0,-500.0,0.0,0.0,0.0,0.0
2016-04-21,0.0,0.0,0.0,-664.0,0.0,0.0,0.0,0.0,0.0
2016-04-22,0.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-23,0.0,-492.0,0.0,700.0,0.0,0.0,0.0,652.0,0.0
2016-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554.0,0.0
2016-04-26,0.0,0.0,0.0,322.0,571.0,0.0,0.0,-684.0,0.0
2016-04-28,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0
2016-04-29,0.0,0.0,0.0,-1004.0,-603.0,0.0,0.0,0.0,0.0
2016-05-01,0.0,-669.0,0.0,0.0,-554.0,0.0,0.0,0.0,0.0
2016-05-03,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0
2016-05-04,0.0,-26.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0
2016-05-05,0.0,0.0,622.0,0.0,0.0,0.0,0.0,514.0,0.0
2016-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.0,0.0
2016-05-07,0.0,0.0,0.0,683.0,0.0,0.0,0.0,0.0,0.0
2016-05-08,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-09,0.0,0.0,0.0,413.0,-1.0,0.0,0.0,426.0,0.0
2016-05-10,0.0,0.0,683.0,0.0,-594.0,0.0,0.0,0.0,0.0
2016-05-11,0.0,0.0,-363.0,0.0,-618.0,0.0,0.0,0.0,0.0
2016-05-12,0.0,0.0,-588.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-14,0.0,-590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912.0,0.0
2016-05-16,0.0,-536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-17,0.0,0.0,0.0,-271.0,353.0,0.0,0.0,0.0,0.0
2016-05-19,0.0,334.0,503.0,699.0,0.0,0.0,0.0,-644.0,0.0
2016-05-20,0.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0
2016-05-22,0.0,-621.0,0.0,212.0,36.0,0.0,0.0,0.0,0.0
2016-05-23,0.0,0.0,-940.0,0.0,117.0,0.0,0.0,0.0,0.0
2016-05-24,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0
2016-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-278.0,0.0
2016-05-29,0.0,0.0,538.0,327.0,-4.0,0.0,0.0,0.0,0.0
2016-05-30,0.0,548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-02,0.0,0.0,373.0,0.0,0.0,0.0,0.0,489.0,0.0
2016-06-05,0.0,0.0,474.0,0.0,-358.0,0.0,0.0,0.0,0.0
2016-06-06,0.0,0.0,687.0,0.0,641.0,0.0,0.0,0.0,0.0
2016-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,0.0
2016-06-08,0.0,467.0,568.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-09,0.0,0.0,360.0,0.0,-452.0,0.0,0.0,0.0,0.0
2016-06-10,0.0,0.0,367.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
2016-06-12,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0
2016-06-13,0.0,0.0,0.0,0.0,454.0,0.0,0.0,0.0,0.0
2016-06-14,0.0,-617.0,0.0,0.0,0.0,0.0,0.0,-95.0,0.0
2016-06-15,0.0,-644.0,0.0,0.0,926.0,0.0,0.0,0.0,0.0
2016-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,0.0
2016-06-18,0.0,59.0,0.0,0.0,1262.0,0.0,0.0,348.0,0.0
2016-06-19,0.0,42.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0
2016-06-20,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-23,0.0,-157.0,0.0,0.0,-202.0,0.0,0.0,0.0,0.0
2016-06-24,0.0,-626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-26,0.0,-389.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
2016-06-28,0.0,0.0,543.0,0.0,602.0,0.0,0.0,0.0,0.0
2016-06-29,0.0,692.0,0.0,0.0,-490.0,0.0,0.0,0.0,0.0
2016-07-03,0.0,0.0,0.0,0.0,684.0,0.0,0.0,0.0,0.0
2016-07-04,0.0,776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-07,0.0,0.0,-30.0,0.0,-455.0,0.0,0.0,0.0,0.0
2016-07-08,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0
2016-07-10,0.0,0.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-12,0.0,368.0,-466.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-14,0.0,0.0,-162.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-16,0.0,580.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0
2016-07-17,0.0,36.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-18,0.0,-254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-23,0.0,478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-25,0.0,314.0,0.0,0.0,-567.0,0.0,0.0,0.0,0.0
2016-07-26,0.0,0.0,648.0,0.0,-484.0,0.0,0.0,0.0,0.0
2016-07-29,0.0,0.0,0.0,0.0,-700.0,0.0,0.0,0.0,0.0
2016-07-30,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-31,0.0,-641.0,522.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-01,0.0,0.0,-382.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-02,0.0,387.0,0.0,0.0,391.0,0.0,0.0,0.0,0.0
2016-08-03,0.0,571.0,-242.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-04,0.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-05,0.0,-498.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-06,0.0,0.0,579.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-07,0.0,0.0,-215.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-10,0.0,0.0,880.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-11,0.0,0.0,-478.0,0.0,570.0,0.0,0.0,0.0,0.0
2016-08-14,0.0,0.0,0.0,0.0,406.0,0.0,0.0,0.0,0.0
2016-08-17,0.0,572.0,0.0,0.0,-313.0,0.0,0.0,0.0,0.0
2016-08-21,0.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-23,0.0,381.0,-572.0,0.0,-555.0,0.0,0.0,0.0,0.0
2016-08-25,0.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-26,0.0,0.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-30,0.0,0.0,0.0,0.0,557.0,0.0,0.0,0.0,0.0
2016-08-31,0.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.0
2016-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-331.0
2016-09-04,0.0,-450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-05,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-07,0.0,-601.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-08,0.0,0.0,-353.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-09,0.0,614.0,-419.0,0.0,0.0,0.0,0.0,0.0,29.0
2016-09-10,0.0,0.0,-584.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-11,0.0,0.0,-678.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-15,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-653.0
2016-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-511.0
2016-09-20,0.0,0.0,0.0,0.0,-590.0,0.0,0.0,0.0,0.0
2016-09-21,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-22,0.0,-604.0,314.0,0.0,690.0,0.0,0.0,0.0,-276.0
2016-09-23,0.0,-549.0,0.0,0.0,612.0,0.0,0.0,0.0,0.0
2016-09-24,0.0,0.0,0.0,0.0,-229.0,0.0,0.0,0.0,0.0
2016-09-25,0.0,-499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-26,0.0,0.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-27,0.0,0.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-30,0.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-313.0
2016-10-04,0.0,0.0,0.0,0.0,560.0,0.0,0.0,0.0,0.0
2016-10-06,0.0,-318.0,0.0,0.0,681.0,0.0,656.0,0.0,0.0
2016-10-07,0.0,0.0,0.0,0.0,527.0,0.0,326.0,0.0,0.0
2016-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.0
2016-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.0
2016-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.0
2016-10-12,0.0,0.0,0.0,0.0,516.0,0.0,0.0,0.0,0.0
